INCD_NO,INCD_START,INCD_END,FIRE_NAME,FIRE_AR_HA,FIRE_TYPE,IGN_DATE,IGN_SEASON,IGN_CAUSE1,IGN_CAUSE2,SEVERITY,COMMENTS,SHAPE_AREA,SHAPE_LEN
100726,2004/03/28 00:00:00+00,2004/03/28 00:00:00+00,Mitchel. Rd,0.61645201,Bushfire,2004/03/28 00:00:00+00,20032004,Accidental,Escape,,,6164.52005805,357.841792871
221833,2014/10/21 00:00:00+00,2014/10/27 00:00:00+00,"Rocky Cape Rd, Rocky Cape",98.23381987,Bushfire,2014/10/21 00:00:00+00,20142015,Accidental,Escape,,,982338.198682,4814.70129287
222475,2014/11/11 00:00:00+00,2014/11/25 00:00:00+00,Hogans Road,38.67332182,Bushfire,2014/11/11 00:00:00+00,20142015,Undetermined,Unknown,,,386733.218214,3966.58242789
223931,2014/12/24 00:00:00+00,2015/01/02 00:00:00+00,"Hogans Road, Mathinna",95.86988729,Bushfire,2014/12/24 00:00:00+00,20142015,Undetermined,Unknown,,,958698.872915,5716.93015745
223198,2014/12/01 00:00:00+00,2014/12/19 00:00:00+00,Blackwater Road,0.74762734,Bushfire,2014/12/01 00:00:00+00,20142015,Deliberate,Arson,,,7476.27343684,833.739277547
225868,2015/02/18 00:00:00+00,2015/02/18 00:00:00+00,Lake Repulse Road,0.42531442,Bushfire,2015/02/18 00:00:00+00,20142015,Undetermined,Unknown,,,4253.14423795,269.662161992
225945,2015/02/20 00:00:00+00,2015/02/20 00:00:00+00,Wellington Street,12.47790307,Bushfire,2015/02/20 00:00:00+00,20142015,Accidental,Escape,,,124779.03066,1495.43338116
226019,2015/02/22 00:00:00+00,2015/02/23 00:00:00+00,Vinces Saddle Road,0.79725964,Bushfire,2015/02/22 00:00:00+00,20142015,Natural,Lightning,,,7972.59637934,340.874228331
226093,2015/02/24 00:00:00+00,2015/02/25 00:00:00+00,Westwood Road,12.59416915,Bushfire,2015/02/24 00:00:00+00,20142015,Accidental,Accident,,,125941.691546,1498.61206436
226125,2015/02/25 00:00:00+00,2015/03/20 00:00:00+00,Musk Vale Road,197.60943991,Bushfire,2015/02/25 00:00:00+00,20142015,Deliberate,Arson,,,1976094.39906,8351.13309825
177156,2010/11/22 00:00:00+00,2010/11/23 00:00:00+00,AR085F bark heap,0.19504298,Bushfire,2010/11/22 00:00:00+00,20102011,Deliberate,Arson,,,1950.42978676,185.930307769
,2012/01/09 00:00:00+00,2012/01/09 00:00:00+00,Cataract Gorge,0.00717565,Bushfire,2012/01/09 00:00:00+00,20112012,Deliberate,Arson,Low,Abandoned campfire. reported by P&W,71.756493355,46.2538340441
200052,2012/11/25 00:00:00+00,2012/12/05 00:00:00+00,Montumana,25.27658882,Bushfire,2012/11/25 00:00:00+00,20122013,Accidental,Escape,,,252765.888186,1983.47494332
237370,2016/02/13 00:00:00+00,2016/02/17 00:00:00+00,Bakers Beach Road,1.69456217,Bushfire,2016/02/13 00:00:00+00,20152016,Deliberate,Arson,,,16945.6217371,495.240000218
237851,2016/02/28 00:00:00+00,2016/03/07 00:00:00+00,"Bowl Creek, Mathinna",15.1751183,Bushfire,2016/02/28 00:00:00+00,20152016,Deliberate,Arson,,,151751.182992,1720.66900025
238033,2016/03/06 00:00:00+00,2016/03/10 00:00:00+00,Swamp Road,0.10530893,Bushfire,2016/03/06 00:00:00+00,20152016,Deliberate,Arson,,,1053.08927764,116.445868449
221755,2014/10/19 00:00:00+00,2014/10/24 00:00:00+00,Coles Bay Road,23.52529091,Bushfire,2014/10/19 00:00:00+00,20142015,Accidental,Escape,,,235252.909117,3731.08101396
221821,2014/10/21 00:00:00+00,2014/10/27 00:00:00+00,Hays Lagoon,7.74044351,Bushfire,2014/10/21 00:00:00+00,20142015,Undetermined,Unknown,,,77404.4350957,1650.76585504
153951,2009/01/01 00:00:00+00,2009/01/01 00:00:00+00,McCoys Road,0.01302727,Bushfire,2009/01/01 00:00:00+00,20082009,Undetermined,Other,,,130.27269077,47.1458636167
165306,2009/12/16 00:00:00+00,2009/12/17 00:00:00+00,Patersonia Road,0.01011481,Bushfire,2009/12/16 00:00:00+00,20092010,Accidental,Accident,,,101.148118475,38.5765714823
222617,2014/11/14 00:00:00+00,2014/11/15 00:00:00+00,"Great Bend Rd, Tarleton",0.91700042,Bushfire,2014/11/14 00:00:00+00,20142015,Deliberate,Arson,,,9170.00421624,494.75061287
225806,2015/02/15 00:00:00+00,2015/02/15 00:00:00+00,Haulage Road,0.20940803,Bushfire,2015/02/15 00:00:00+00,20142015,Deliberate,Arson,,,2094.08030314,217.143302058
220645,2014/09/13 00:00:00+00,2014/09/15 00:00:00+00,"Eton Road, Mathinna",0.08059171,Bushfire,2014/09/13 00:00:00+00,20142015,Deliberate,Arson,,,805.917058495,129.779972352
221084,2014/09/28 00:00:00+00,2014/09/29 00:00:00+00,Proctors Road,0.88904758,Bushfire,2014/09/28 00:00:00+00,20142015,Accidental,Escape,,,8890.47582603,434.083299468
221088,2014/09/28 00:00:00+00,2014/09/29 00:00:00+00,Albion Heights Drive,2.53003438,Bushfire,2014/09/28 00:00:00+00,20142015,Undetermined,Unknown,,,25300.3437685,690.354440168
221160,2014/09/29 00:00:00+00,2014/10/02 00:00:00+00,Tasman Highway,127.31355153,Bushfire,2014/09/29 00:00:00+00,20142015,Accidental,Escape,,,1273135.51532,4600.03871555
221256,2014/10/03 00:00:00+00,2014/10/04 00:00:00+00,Roberts Street,1.98164978,Bushfire,2014/10/03 00:00:00+00,20142015,Undetermined,Unknown,,,19816.497753,571.525321734
192715,2012/03/12 00:00:00+00,2012/03/12 00:00:00+00,Bridport Road,0.0184674,Bushfire,2012/03/12 00:00:00+00,20112012,Accidental,Accident,,,184.67400105,54.1700473964
168616,2010/03/01 00:00:00+00,2010/03/02 00:00:00+00,Longhill Road SASSAFRAS,0.0203125,Bushfire,2010/03/01 00:00:00+00,20092010,Deliberate,Arson,,,203.12495018,57.0102
226667,2015/03/14 00:00:00+00,2015/03/22 00:00:00+00,Catagunya Road - Black Bobs,1.86265911,Bushfire,2015/03/14 00:00:00+00,20142015,Undetermined,Undetermined cause,,,18626.591089,522.703893249
193728,2012/04/11 00:00:00+00,2012/04/11 00:00:00+00,Drys Sugarloaf,0.12515593,Bushfire,2012/04/11 00:00:00+00,20112012,Deliberate,Arson,,,1251.55929255,494.959200642
151530,2008/10/20 00:00:00+00,2008/10/20 00:00:00+00,Stoodley Plantation,0.06598438,Bushfire,2008/10/20 00:00:00+00,20082009,Deliberate,Arson,,,659.84381148,99.2661592245
225624,2015/02/11 00:00:00+00,2015/02/16 00:00:00+00,Beechford Road Beechford,8.82049548,Bushfire,2015/02/12 00:00:00+00,20142015,Undetermined,Unknown,,,88204.9547977,1477.13397585
232710,2015/10/16 00:00:00+00,2015/11/13 00:00:00+00,Alma Tier,840.89577149,Bushfire,2015/10/16 00:00:00+00,20152016,Undetermined,Undetermined cause,,,8408957.71485,14434.2465572
232661,2015/10/15 00:00:00+00,2015/10/22 00:00:00+00,Ashlins Road,15.69959083,Bushfire,2015/10/15 00:00:00+00,20152016,Undetermined,Undetermined cause,,,156995.908333,1618.57371604
232778,2015/10/17 00:00:00+00,2015/10/26 00:00:00+00,Upper Esk Road,6.01942808,Bushfire,2015/10/17 00:00:00+00,20152016,Undetermined,Unknown,,,60194.2808437,1272.69564282
221834,2014/10/21 00:00:00+00,2014/10/24 00:00:00+00,Wielangta Road,11.4827069,Bushfire,2014/10/21 00:00:00+00,20142015,Undetermined,Unknown,,,114827.069003,1618.57364595
221920,2014/10/23 00:00:00+00,2014/10/27 00:00:00+00,Sling Pot Creek,7.72295811,Bushfire,2014/10/23 00:00:00+00,20142015,Deliberate,Arson,,,77229.5811141,1298.86473571
224622,2015/01/12 00:00:00+00,2015/01/13 00:00:00+00,"Eddystone Road, GLADSTONE",1.10863721,Bushfire,2015/01/12 00:00:00+00,20142015,Accidental,Escape,,,11086.3720899,379.647866312
103990,2004/08/12 00:00:00+00,2004/08/12 00:00:00+00,Scamander,62.51661717,Bushfire,2004/08/12 00:00:00+00,20042005,Accidental,Escape,,,625166.171749,8610.65367133
222140,2014/10/31 00:00:00+00,2014/11/13 00:00:00+00,Companys Creek,137.70403649,Bushfire,2014/10/31 00:00:00+00,20142015,Undetermined,Unknown,,Cause unreported but possibly woodhookers,1377040.36488,5185.44581169
225445,2015/02/06 00:00:00+00,2015/02/08 00:00:00+00,Conleys Rd Bruny Is,1.53154121,Bushfire,2015/02/06 00:00:00+00,20142015,Deliberate,Arson,,,15315.4120585,491.693525145
,2015/10/18 00:00:00+00,2015/10/18 00:00:00+00,Lefroy Landowner Burn,266.03830576,Planned Burn,2015/10/18 00:00:00+00,20152016,Planned Burn,Planned burn,,"Flown on Sun 18/10, Landowner that had been burning off.",2660383.05756,23820.441827
232359,2015/10/06 00:00:00+00,2015/10/08 00:00:00+00,Lackrana Road,5.64958845,Bushfire,2015/10/06 00:00:00+00,20152016,Accidental,Escape,,,56495.8845455,1630.71664622
221905,2014/10/23 00:00:00+00,2014/10/26 00:00:00+00,Pontypool Road,4.33446627,Bushfire,2014/10/23 00:00:00+00,20142015,Accidental,Escape,,,43344.6627111,792.355271208
221911,2014/10/23 00:00:00+00,2014/10/24 00:00:00+00,Pelham Road,6.57246943,Bushfire,2014/10/23 00:00:00+00,20142015,Accidental,Escape,,,65724.6943234,1066.44126593
222214,2014/11/03 00:00:00+00,2014/11/03 00:00:00+00,Meander Valley Road,0.32580277,Bushfire,2014/11/03 00:00:00+00,20142015,Accidental,Escape,,,3258.02765522,268.246292323
166934,2010/01/21 00:00:00+00,2010/01/21 00:00:00+00,Upper Natone,0.00657359,Bushfire,2010/01/21 00:00:00+00,20092010,Accidental,Accident,,,65.73588384,32.537
166920,2010/01/21 00:00:00+00,2010/01/21 00:00:00+00,River Road,0.21317215,Bushfire,2010/01/21 00:00:00+00,20092010,Undetermined,Unknown,,,2131.72145249,185.093392991
221826,2014/10/21 00:00:00+00,2014/11/25 00:00:00+00,Buckland Road,0.11020366,Bushfire,2014/10/21 00:00:00+00,20142015,Undetermined,Undetermined cause,,,1102.03662018,220.282976544
224440,2015/01/07 00:00:00+00,2015/01/12 00:00:00+00,Bakers Beach Road,0.38261787,Bushfire,2015/01/07 00:00:00+00,20142015,Deliberate,Arson,,,3826.1786614,286.401081423
166302,2010/01/08 00:00:00+00,2010/01/11 00:00:00+00,Ben Lomond Road,0.09333478,Bushfire,2010/01/08 00:00:00+00,20092010,Deliberate,Arson,,,933.347787895,124.134860914
187857,2011/11/04 00:00:00+00,2011/11/04 00:00:00+00,Jetsons Road,0.06319471,Bushfire,2011/11/04 00:00:00+00,20112012,Deliberate,Arson,,,631.947143755,111.564493581
189333,2011/12/16 00:00:00+00,2011/12/20 00:00:00+00,Brittons Link,0.5000265,Bushfire,2011/12/16 00:00:00+00,20112012,Accidental,Escape,,,5000.26499855,282.850207947
225159,2015/01/28 00:00:00+00,2015/02/08 00:00:00+00,"Dismal Road, Redpa",3.57551279,Bushfire,2015/01/28 00:00:00+00,20142015,Accidental,Accident,,,35755.1278951,868.277818079
204372,2013/03/12 00:00:00+00,2013/03/25 00:00:00+00,Pieman Head,710.11788712,Bushfire,2013/03/12 00:00:00+00,20122013,Accidental,Unattended/Abandoned campfire,,Abandoned campfire,7101178.87119,16353.8314309
211,1988/01/10 00:00:00+00,1988/02/19 00:00:00+00,Jubilee Range1,2271.08563931,Bushfire,1988/01/10 00:00:00+00,19871988,Accidental,Accident,,,22710856.3931,59704.827935
300,1988/10/26 00:00:00+00,1988/11/05 00:00:00+00,Coles Bay1,2550.7063885,Bushfire,1988/10/26 00:00:00+00,19881989,Accidental,Escape,,,25507063.885,24858.0413849
,2007/09/01 00:00:00+00,2007/10/23 00:00:00+00,FRBU APCA F23 Wuthering Hts Rd East,471.4469612,Planned Burn,2007/09/01 00:00:00+00,20072008,Planned Burn,Planned burn,,,4714469.61204,17153.6865533
169372,2010/03/20 00:00:00+00,2010/03/20 00:00:00+00,Goanna Track,0.0629595,Bushfire,2010/03/20 00:00:00+00,20092010,Accidental,Escape,,,629.594996465,91.8495862711
154335,2009/01/12 00:00:00+00,2009/01/12 00:00:00+00,Lake Repulse Dam Road,1.01324648,Bushfire,2009/01/12 00:00:00+00,20082009,Undetermined,Unknown,,,10132.4648292,357.485387364
222518,2014/11/12 00:00:00+00,2014/11/12 00:00:00+00,Franklin Road,2.03201995,Bushfire,2014/11/12 00:00:00+00,20142015,Deliberate,Arson,,,20320.1994668,520.222565748
232366,2015/10/06 00:00:00+00,2015/10/06 00:00:00+00,Ecclestone Road,0.92708576,Bushfire,2015/10/06 00:00:00+00,20152016,Accidental,Planned burn re-ignition,,,9270.85758588,499.235080754
TTL812BU,2015/10/07 00:00:00+00,2015/10/07 00:00:00+00,Launceston Northern Suburbs 12AP,14.72998032,Planned Burn,2015/10/07 00:00:00+00,20152016,Planned Burn,Planned burn,,,147299.803209,1851.44504579
TTL822BU,2015/10/08 00:00:00+00,2015/10/08 00:00:00+00,Launceston Northern Suburbs 21AP South,37.60829844,Planned Burn,2015/10/08 00:00:00+00,20152016,Planned Burn,Planned burn,,,376082.984423,2690.88060681
,2015/10/09 00:00:00+00,2015/10/09 00:00:00+00,Rosny Hill (area below lookout),0.14850348,Planned Burn,2015/10/09 00:00:00+00,20152016,Planned Burn,Planned burn,,,1485.0347565,214.006782412
TCZ002BU,2015/10/18 00:00:00+00,2015/10/18 00:00:00+00,Wesley Vale,3.10597342,Planned Burn,2015/10/18 00:00:00+00,20152016,Planned Burn,Planned burn,,,31059.7341994,778.401752013
TTZ014BU,2015/10/18 00:00:00+00,2015/10/18 00:00:00+00,Carrick,0.30041789,Planned Burn,2015/10/18 00:00:00+00,20152016,Planned Burn,Planned burn,,,3004.17886128,313.279367395
232824,2015/10/18 00:00:00+00,2015/10/20 00:00:00+00,Merriworth Road,1.34740947,Bushfire,2015/10/18 00:00:00+00,20152016,Accidental,Escape,,,13474.0946886,599.037668475
,2015/10/28 00:00:00+00,2015/10/28 00:00:00+00,WFP 12,1.380725,Planned Burn,2015/10/28 00:00:00+00,20152016,Planned Burn,Planned burn,,,13807.2500443,565.620180417
THL401BU,2015/10/28 00:00:00+00,2015/11/03 00:00:00+00,Barossa Creek,59.4496537,Planned Burn,2015/10/28 00:00:00+00,20152016,Planned Burn,Planned burn,,,594496.536951,4638.08185371
233109,2015/10/28 00:00:00+00,2015/12/07 00:00:00+00,Painter Road,57.7571259,Bushfire,2015/10/28 00:00:00+00,20152016,Accidental,Planned burn re-ignition,,,577571.258954,9616.16311558
233117,2015/10/28 00:00:00+00,2015/10/29 00:00:00+00,Lake Leake Road,115.3171973,Bushfire,2015/10/28 00:00:00+00,20152016,Accidental,Planned burn re-ignition,,,1153171.97304,5656.58680026
239649,2016/04/24 00:00:00+00,2016/04/29 00:00:00+00,"Mawbanna Road, Mawbanna",0.12770084,Bushfire,2016/04/24 00:00:00+00,20152016,Accidental,Planned burn spotting,,,1277.00837845,198.254090243
96959,2003/12/02 00:00:00+00,2003/12/02 00:00:00+00,AR027C,0.01642337,Bushfire,2003/12/02 00:00:00+00,20032004,Undetermined,Other,,,164.233747855,46.9149984847
168673,2010/03/03 00:00:00+00,2010/03/03 00:00:00+00,Coffey Road,0.01422665,Bushfire,2010/03/03 00:00:00+00,20092010,Undetermined,Unknown,,,142.266512565,45.034813933
175558,2010/10/04 00:00:00+00,2011/06/30 00:00:00+00,Tasman Highway,0.38751282,Bushfire,2010/10/04 00:00:00+00,20102011,Deliberate,Arson,,,3875.12819967,325.709711216
226059,2015/02/23 00:00:00+00,2015/02/24 00:00:00+00,Lower Beulah Rd. Fire,0.07218383,Bushfire,2015/02/23 00:00:00+00,20142015,Undetermined,Undetermined cause,,,721.83828612,103.544955572
222794,2014/11/19 00:00:00+00,2014/11/23 00:00:00+00,Swanston Road,25.6643757,Bushfire,2014/11/19 00:00:00+00,20142015,Accidental,Escape,,,256643.756984,2042.84862788
222803,2014/11/19 00:00:00+00,2014/11/23 00:00:00+00,Farrells Road,2.32764678,Bushfire,2014/11/19 00:00:00+00,20142015,Accidental,Escape,,,23276.4677528,667.354579983
223075,2014/11/28 00:00:00+00,2014/12/04 00:00:00+00,Upper Blessington Road,2.42481929,Bushfire,2014/11/28 00:00:00+00,20142015,Undetermined,Unknown,,,24248.1929373,847.579658518
223088,2014/11/28 00:00:00+00,2014/12/05 00:00:00+00,Old Tip Road,24.20950757,Bushfire,2014/11/28 00:00:00+00,20142015,Deliberate,Arson,,,242095.075726,2300.7693306
222916,2014/11/23 00:00:00+00,2014/11/25 00:00:00+00,Dawson Road,0.05001123,Bushfire,2014/11/23 00:00:00+00,20142015,Undetermined,Undetermined cause,,,500.112286315,79.578759516
154071,2009/01/05 00:00:00+00,2009/01/05 00:00:00+00,Smith's Gully Road Fire,0.04887521,Bushfire,2009/01/05 00:00:00+00,20082009,Accidental,Planned burn re-ignition,,,488.752078805,90.5138436035
224792,2015/01/17 00:00:00+00,2015/01/18 00:00:00+00,Bridport Road,0.13228056,Bushfire,2015/01/17 00:00:00+00,20142015,Undetermined,Other,,,1322.80564725,147.712595969
119736,2006/02/16 00:00:00+00,2006/02/18 00:00:00+00,Old Felminghams Rd,0.17949687,Bushfire,2006/02/16 00:00:00+00,20052006,Deliberate,Arson,,,1794.96870009,181.252497986
208,1989/12/10 00:00:00+00,1989/12/11 00:00:00+00,Arrowsmith1,93.21363978,Bushfire,1989/12/10 00:00:00+00,19891990,Deliberate,Arson,,,932136.397752,4300.86765279
201,1991/12/03 00:00:00+00,1991/12/03 00:00:00+00,Hawks Hill North,0.0171722,Bushfire,1991/12/03 00:00:00+00,19911992,Deliberate,Arson,,,171.72197002,50.8232528997
96447,2003/11/17 00:00:00+00,2003/12/18 00:00:00+00,FN029C,6.46824994,Bushfire,2003/11/17 00:00:00+00,20032004,Accidental,Accident,,,64682.4993816,1197.44739897
THS502BU,2016/03/29 00:00:00+00,2016/04/13 00:00:00+00,Strickland Avenue,22.93157111,Planned Burn,2016/03/29 00:00:00+00,20152016,Planned Burn,Planned burn,,,229315.711078,2689.74505381
238783,2016/04/01 00:00:00+00,2016/04/02 00:00:00+00,Dixon Street,2.13760212,Bushfire,2016/04/01 00:00:00+00,20152016,Undetermined,Other,,,21376.0211925,619.066422382
238790,2016/04/01 00:00:00+00,2016/04/02 00:00:00+00,Ethan Court,7.02218616,Bushfire,2016/04/01 00:00:00+00,20152016,Deliberate,Arson,,,70221.8615719,1387.7881677
238910,2016/04/05 00:00:00+00,2016/04/05 00:00:00+00,Lune River Road,0.48009518,Bushfire,2016/04/05 00:00:00+00,20152016,Accidental,Wildfire re-ignition,,,4800.95178427,334.141554066
239085,2016/04/10 00:00:00+00,2016/04/10 00:00:00+00,Wattle Road,0.38084906,Bushfire,2016/04/10 00:00:00+00,20152016,Accidental,Wildfire re-ignition,,,3808.49055733,276.811942034
TCD102BU,2016/04/12 00:00:00+00,2016/04/12 00:00:00+00,"Don East, Section 2",6.47424556,Planned Burn,2016/04/12 00:00:00+00,20152016,Planned Burn,Planned burn,,,64742.4555653,1181.82412257
TCK101BU,2016/04/13 00:00:00+00,2016/04/13 00:00:00+00,Kelcey Tier 1,1.9292891,Planned Burn,2016/04/13 00:00:00+00,20152016,Planned Burn,Planned burn,,,19292.8910234,627.869183389
TCK102BU,2016/04/13 00:00:00+00,2016/04/13 00:00:00+00,Kelcey Tier 2,0.64367374,Planned Burn,2016/04/13 00:00:00+00,20152016,Planned Burn,Planned burn,,,6436.73744404,382.635686227
TCK103BU,2016/04/13 00:00:00+00,2016/04/13 00:00:00+00,Kelcey Tier 3,3.35512378,Planned Burn,2016/04/13 00:00:00+00,20152016,Planned Burn,Planned burn,,,33551.2378014,934.813141877
TCK104BU,2016/04/13 00:00:00+00,2016/04/13 00:00:00+00,Kelcey Tier 4,6.36571692,Planned Burn,2016/04/13 00:00:00+00,20152016,Planned Burn,Planned burn,,,63657.1691508,1313.36844195
TCK105BU,2016/04/13 00:00:00+00,2016/04/13 00:00:00+00,Kelcey Tier 5,2.40911119,Planned Burn,2016/04/13 00:00:00+00,20152016,Planned Burn,Planned burn,,,24091.1119131,659.583974775
THZ014BU,2016/04/13 00:00:00+00,2016/04/19 00:00:00+00,Breakneck Track,36.80521523,Planned Burn,2016/04/13 00:00:00+00,20152016,Planned Burn,Planned burn,,,368052.152348,2774.19074219
TTL814BU,2015/10/30 00:00:00+00,2015/10/30 00:00:00+00,Launceston Northern Suburbs 14AP North,28.578571,Planned Burn,2015/10/30 00:00:00+00,20152016,Planned Burn,Planned burn,,,285785.709952,2472.89247327
TTL828BU,2015/10/30 00:00:00+00,2015/10/30 00:00:00+00,Launceston Northern Suburbs 01AP C,2.51776111,Planned Burn,2015/10/30 00:00:00+00,20152016,Planned Burn,Planned burn,,,25177.6110713,631.425871594
TCD101BU,2015/10/31 00:00:00+00,2015/11/01 00:00:00+00,"Don East, Section 1",2.52232938,Planned Burn,2015/10/31 00:00:00+00,20152016,Planned Burn,Planned burn,,,25223.2937638,835.174024972
TTL829BU,2015/11/01 00:00:00+00,2015/11/01 00:00:00+00,Launceston Northern Suburbs 20AP South,13.43846414,Planned Burn,2015/11/01 00:00:00+00,20152016,Planned Burn,Planned burn,,,134384.641446,1624.24017737
233332,2015/11/04 00:00:00+00,2015/11/06 00:00:00+00,South Arm Highway,0.9517868,Bushfire,2015/11/04 00:00:00+00,20152016,Undetermined,Undetermined cause,,,9517.86803856,398.766605088
TWZ001BU,2015/11/06 00:00:00+00,2015/11/06 00:00:00+00,Hellyer Beach,0.35371792,Planned Burn,2015/11/06 00:00:00+00,20152016,Planned Burn,Planned burn,,,3537.17922712,515.169176924
233430,2015/11/07 00:00:00+00,2015/11/11 00:00:00+00,Reservoir Road,0.11786598,Bushfire,2015/11/07 00:00:00+00,20152016,Deliberate,Arson,,,1178.65976633,177.791412506
TTL830BU,2015/11/09 00:00:00+00,2015/11/09 00:00:00+00,Launceston Northern Suburbs 01AP C1,20.65991958,Planned Burn,2015/11/09 00:00:00+00,20152016,Planned Burn,Planned burn,,,206599.195774,2830.52780195
233492,2015/11/09 00:00:00+00,2016/02/02 00:00:00+00,Big Lagoon,27.47685064,Bushfire,2015/11/09 00:00:00+00,20152016,Undetermined,Unknown,,,274768.506362,2279.97940136
223526,2014/12/12 00:00:00+00,2014/12/12 00:00:00+00,Skillion Road,0.1517735,Bushfire,2014/12/12 00:00:00+00,20142015,Deliberate,Arson,,,1517.73504576,167.904597775
223593,2014/12/14 00:00:00+00,2014/12/18 00:00:00+00,Midland Highway,6.04488761,Bushfire,2014/12/14 00:00:00+00,20142015,Deliberate,Arson,,,60448.876071,1381.89946689
223623,2014/12/15 00:00:00+00,2014/12/22 00:00:00+00,Speedwell Road,0.56671575,Bushfire,2014/12/15 00:00:00+00,20142015,Accidental,Escape,,,5667.157526,397.463895377
223794,2014/12/20 00:00:00+00,2014/12/20 00:00:00+00,Midland Highway Powranna,1.79765395,Bushfire,2014/12/20 00:00:00+00,20142015,Undetermined,Unknown,,,17976.5394721,536.467318379
223805,2014/12/20 00:00:00+00,2014/12/30 00:00:00+00,Lyell Highway,1.87640382,Bushfire,2014/12/20 00:00:00+00,20142015,Undetermined,Unknown,,,18764.0382372,797.28874431
223832,2014/12/21 00:00:00+00,2014/12/21 00:00:00+00,Powranna Road,1.96505092,Bushfire,2014/12/21 00:00:00+00,20142015,Undetermined,Unknown,,,19650.5092053,563.155011606
223862,2014/12/22 00:00:00+00,2014/12/23 00:00:00+00,Pittwater Road,0.29232269,Bushfire,2014/12/22 00:00:00+00,20142015,Undetermined,Unknown,,,2923.22686338,231.055631355
226775,2015/03/17 00:00:00+00,2015/03/19 00:00:00+00,Mckays Road,1.77074734,Bushfire,2015/03/17 00:00:00+00,20142015,Undetermined,Unknown,,,17707.4733729,662.520275217
,2008/03/17 00:00:00+00,2008/03/25 00:00:00+00,Cambridge Street,9.29767261,Bushfire,2008/03/17 00:00:00+00,20072008,Undetermined,Unknown,,,92976.7260992,1480.25604319
THZ015BU,2016/04/13 00:00:00+00,2016/04/17 00:00:00+00,Wellington Park 33,40.94230103,Planned Burn,2016/04/13 00:00:00+00,20152016,Planned Burn,Planned burn,,,409423.010294,3660.42839648
THZ016BU,2016/04/13 00:00:00+00,2016/04/17 00:00:00+00,Wellington Park 38,25.38949518,Planned Burn,2016/04/13 00:00:00+00,20152016,Planned Burn,Planned burn,,,253894.951833,2806.28223567
,2016/04/14 00:00:00+00,2016/04/14 00:00:00+00,Percy Street Coles Bay,2.5155323,Planned Burn,2016/04/14 00:00:00+00,20152016,Planned Burn,Planned burn,,Low burn intensity,25155.3229884,711.809319956
239284,2016/04/15 00:00:00+00,2016/04/22 00:00:00+00,Connorville Road,46.39396525,Bushfire,2016/04/15 00:00:00+00,20152016,Accidental,Wildfire re-ignition,,,463939.652483,2861.80489475
THZ007BU,2016/04/16 00:00:00+00,2016/04/16 00:00:00+00,Canopus Hill,26.07418378,Planned Burn,2016/04/16 00:00:00+00,20152016,Planned Burn,Planned burn,,,260741.837785,2780.28032968
THZ004BU,2016/04/17 00:00:00+00,2016/04/18 00:00:00+00,"Tolmans, Waterworks",51.71147438,Planned Burn,2016/04/17 00:00:00+00,20152016,Planned Burn,Planned burn,,,517114.743765,4310.73629565
TCZ001BU,2015/11/15 00:00:00+00,2015/11/23 00:00:00+00,Bellamy Road,6.12923783,Planned Burn,2015/11/15 00:00:00+00,20152016,Planned Burn,Planned burn,,,61292.3782772,1008.94816949
233778,2015/11/18 00:00:00+00,2015/11/19 00:00:00+00,Nunamina Avenue,0.22007158,Bushfire,2015/11/18 00:00:00+00,20152016,Deliberate,Arson,,,2200.71575474,217.866626404
233864,2015/11/20 00:00:00+00,2015/11/20 00:00:00+00,Lamont Street,0.78357216,Bushfire,2015/11/20 00:00:00+00,20152016,Deliberate,Arson,Low,,7835.72159176,357.219297532
233954,2015/11/23 00:00:00+00,2015/11/24 00:00:00+00,Uxbridge Road,0.31620114,Bushfire,2015/11/23 00:00:00+00,20152016,Accidental,Escape,,,3162.01140275,218.878715092
238659,2016/03/27 00:00:00+00,2016/03/31 00:00:00+00,Lake King William,0.1497305,Bushfire,2016/03/27 00:00:00+00,20152016,Deliberate,Arson,,,1497.30502808,152.147211519
239128,2016/04/11 00:00:00+00,2016/04/21 00:00:00+00,Golden Gate Rd,207.72569227,Bushfire,2016/04/11 00:00:00+00,20152016,Deliberate,Arson,,,2077256.92272,9229.06155083
224335,2015/01/04 00:00:00+00,2015/01/06 00:00:00+00,Calder Road Calder,0.80130483,Bushfire,2015/01/04 00:00:00+00,20142015,Undetermined,Unknown,,,8013.04834652,414.365548842
126675,2006/10/09 00:00:00+00,2006/10/11 00:00:00+00,Holwell Rd,0.18376377,Bushfire,2006/10/09 00:00:00+00,20062007,Accidental,Escape,,,1837.63774404,171.98
203379,2013/02/14 00:00:00+00,2013/02/20 00:00:00+00,Blue Tier Rd BEACONSFIELD,0.03063175,Bushfire,2013/02/14 00:00:00+00,20122013,Deliberate,Arson,,,306.317487245,65.0146601173
226158,2015/02/26 00:00:00+00,2015/02/26 00:00:00+00,"Southwood Road, Lonnavale",0.0192326,Bushfire,2015/02/26 00:00:00+00,20142015,Deliberate,Arson,,,192.32599269,63.0829587348
179289,2011/01/21 00:00:00+00,2011/01/21 00:00:00+00,Long Ridge Rd Vehicle Fire,0.42384586,Bushfire,2011/01/21 00:00:00+00,20102011,Accidental,Accident,,,4238.4585763,251.429547458
221302,2014/10/04 00:00:00+00,2014/10/06 00:00:00+00,Commercial Road,98.00599234,Bushfire,2014/10/04 00:00:00+00,20142015,Accidental,Escape,,,980059.923396,4318.63109564
